Id,Код,Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц
1025,1049,31,581.91,5.1,53,88,0,42,2,19,25
1026,1050,65,43.2,2.4,8,7,0,0,0,10,3
1027,1051,39,770.52,6.4,50,119,0,37,0,15,47
1028,1052,65,33.6,2.8,5,5,0,0,0,5,3
1030,1054,68,55.44,1.4,25,8,0,0,0,7,2
1031,1055,52,346.53,3.2,73,66,2,22,0,4,4
1032,1056,39,208.74,2.9,65,21,0,0,1,20,33
1033,1057,53,9.91,1.1,4,7,0,0,0,0,0
1034,1058,41,128.51,1.5,79,21,5,2,1,15,70
1035,1059,21,203.52,3.0,26,78,5,2,0,0,95
1036,1060,31,645.64,4.3,106,65,1,2,0,1,47
1037,1061,38,227.41,3.0,35,70,0,0,0,20,18
1038,1062,54,298.88,3.4,63,49,0,36,0,11,5
1039,1063,48,183.46,3.0,53,22,0,0,0,14,4
1040,1064,47,513.17,7.6,29,64,2,10,0,1,5
1041,1065,37,513.68,5.6,43,83,0,30,0,30,64
1042,1066,47,444.64,3.2,70,99,3,0,0,9,4
1043,1067,32,1066.97,10.0,56,87,3,18,1,11,29
1044,1068,54,43.56,3.3,5,6,0,0,0,1,3
1045,1069,26,56.57,1.2,50,3,0,3,3,9,27
1046,1070,31,275.83,3.7,31,61,3,0,0,7,36
1047,1071,58,152.88,1.4,68,58,4,0,0,21,1
1048,1072,25,3267.75,8.6,477,112,15,38,0,51,13
1049,1073,60,245.28,1.7,99,85,3,0,3,1,2
1050,1074,29,185.94,2.1,55,61,0,28,0,13,59
1051,1075,21,505.93,4.9,37,107,7,0,0,5,92
1052,1076,43,354.01,3.9,67,47,1,0,0,3,33
1053,1077,34,1393.56,9.8,132,83,44,40,0,12,89
1054,1078,39,212.62,2.7,55,34,3,3,0,2,25
1055,1079,45,20.72,2.3,8,3,0,0,0,0,0
1056,1080,63,55.68,1.6,16,13,0,0,0,3,0
1057,1081,45,334.43,3.0,89,49,0,4,0,0,4
1058,1082,21,216.82,2.1,42,102,7,0,0,4,59
1059,1083,43,204.68,3.4,45,20,6,0,1,19,28
1061,1085,60,405.64,3.2,42,139,2,0,0,1,3
1062,1086,56,460.25,5.0,62,42,3,0,0,12,5
1063,1088,45,13.27,0.9,6,12,0,0,0,0,0
1065,1090,33,1003.2,8.0,119,70,40,7,0,10,29
1066,1091,33,116.32,1.1,71,66,0,0,0,0,47
1067,1092,25,155.68,2.6,31,50,0,27,0,5,42
1068,1093,21,83.51,2.3,48,5,8,0,1,0,43
1069,1094,56,191.55,3.1,34,47,4,29,0,8,2
1070,1095,59,469.28,5.3,54,63,0,1,0,6,4
1071,1096,56,337.68,2.4,57,119,4,2,2,15,4
1072,1097,50,876.12,8.4,42,90,0,1,0,22,2
1073,1098,69,25.2,3.0,3,4,0,0,0,7,3
1074,1099,50,1215.4,9.0,50,142,0,2,0,13,3
1075,1100,35,513.42,5.2,32,110,0,39,0,14,64
1077,1102,28,722.03,5.8,92,118,36,13,0,14,65
1078,1103,53,703.5,7.5,36,83,2,31,0,21,2
1079,1104,43,742.49,9.4,46,56,6,3,0,20,51
1080,1105,49,342.26,2.7,38,146,0,43,0,5,5
1081,1106,53,196.0,1.7,65,90,0,0,0,27,2
1082,1107,28,517.34,3.7,65,125,5,0,1,14,42
1083,1108,53,275.25,2.9,67,54,0,0,0,10,2
1084,1109,33,1450.61,16.2,78,73,26,49,1,0,51
1085,1110,54,346.27,3.6,55,73,0,4,0,20,2
1086,1111,49,104.34,1.3,36,74,2,0,0,26,3
1087,1112,56,312.89,3.2,57,72,3,30,0,10,0
1088,1113,50,373.47,2.2,106,117,1,1,0,10,2
1089,1114,36,1453.45,8.8,116,155,63,20,3,4,97
1090,1115,55,330.22,2.7,70,93,2,0,1,10,4
1091,1116,53,108.8,2.8,31,18,0,0,0,7,3
1092,1117,54,271.11,2.8,70,54,0,28,0,19,4
1093,1118,40,164.41,2.9,44,23,8,0,1,15,25
1094,1119,37,256.71,2.6,48,86,4,0,0,18,68
1095,1120,58,578.4,4.0,71,127,0,37,0,14,4
1096,1121,30,258.37,2.6,69,58,2,31,0,6,24
1097,1122,38,202.69,3.7,39,31,0,0,0,28,28
1098,1123,21,331.75,6.2,3,71,20,0,0,7,49
1099,1124,21,530.11,7.3,34,80,0,0,0,4,57
1100,1125,45,102.43,1.2,62,47,0,31,0,6,4
1101,1126,46,527.44,4.6,61,92,4,1,1,24,5
1102,1127,58,291.2,3.2,37,78,0,6,0,13,0
1103,1128,44,9.72,1.8,3,3,0,0,0,0,0
1104,1129,33,1390.99,13.2,72,75,92,29,2,7,21
1106,1131,29,162.56,2.2,54,40,0,0,0,25,20
1107,1132,43,344.4,3.0,34,116,0,0,3,1,21
1108,1133,50,122.3,1.6,58,37,2,0,0,2,4
1109,1134,49,1020.47,8.9,52,106,2,7,0,26,4
1110,1135,51,223.14,3.1,38,59,0,1,0,16,5
1111,1136,47,385.07,2.6,97,94,3,3,0,1,4
1112,1137,34,980.4,7.6,52,132,62,47,0,5,33
1113,1138,36,306.07,3.3,50,58,7,27,0,2,1
1114,1139,20,190.34,2.4,39,81,9,0,0,0,15
1115,1140,31,1410.0,9.5,51,159,4,32,0,12,39
1116,1141,39,631.78,5.8,61,85,0,0,0,14,38
1117,1142,50,547.82,4.3,46,117,0,0,1,18,2
1118,1143,43,117.72,1.1,58,87,0,0,0,6,7
1119,1144,45,105.11,1.3,48,46,3,25,0,1,2
1120,1145,35,452.44,3.1,66,114,3,18,0,1,45
1121,1146,20,225.5,2.4,29,116,5,0,0,7,19
1122,1147,19,29.81,0.8,52,3,7,0,0,0,57
1123,1148,50,5.41,1.1,3,3,0,0,0,0,0
1124,1149,39,335.51,2.3,75,123,2,27,0,14,14
1125,1150,43,150.49,1.5,30,115,1,0,0,16,7
1126,1151,27,304.17,2.5,57,109,4,0,0,11,15
1127,1152,26,4670.61,12.2,489,112,0,30,0,19,10
1129,1154,21,143.61,2.7,35,44,9,0,0,5,12
1130,1155,58,1026.59,7.9,78,94,0,28,2,15,4
1131,1156,52,508.73,4.5,67,66,3,6,0,20,2
1132,1157,42,3584.98,11.6,314,107,41,21,0,35,7
1133,1158,37,225.12,3.8,37,41,0,4,0,18,20
1134,1159,46,230.98,3.7,59,14,2,0,0,22,5
1135,1160,53,1029.0,8.4,53,100,2,0,0,12,2
1136,1161,53,123.07,1.2,87,38,0,6,2,16,0
1137,1162,69,103.68,2.4,23,13,0,0,0,2,3
1138,1163,39,12.96,1.2,6,6,0,0,0,0,0
1139,1164,45,847.08,6.1,55,140,0,23,0,3,4
1140,1165,59,861.22,8.0,44,107,0,24,0,16,4
1141,1166,42,755.16,9.3,53,42,0,0,0,0,26
1142,1167,56,240.28,4.6,36,32,0,0,0,6,5
1143,1168,58,358.4,3.2,68,60,8,31,0,28,4
1144,1169,53,16.38,1.4,6,6,2,0,0,0,0
1146,1171,35,163.8,3.6,40,9,0,0,0,11,20
1147,1172,63,53.76,1.6,15,13,0,0,0,4,0
1148,1173,39,368.48,2.8,68,92,0,1,0,19,64
1149,1174,19,7.64,0.3,31,9,0,0,0,0,32
1150,1175,45,608.84,5.4,43,117,0,36,0,19,2
1151,1176,19,374.56,4.0,32,115,0,2,0,4,28
1153,1178,35,679.28,6.6,72,74,85,6,0,4,141
1154,1179,45,212.5,2.4,65,46,2,41,2,12,0
1155,1180,37,384.93,3.9,29,100,0,0,0,1,57
1156,1181,52,379.14,6.4,60,8,2,32,0,13,1
1157,1182,37,329.97,3.7,59,57,0,0,0,1,39
1158,1183,27,123.45,1.2,67,65,3,1,3,5,18
1159,1184,54,2597.0,10.6,226,119,10,9,6,22,8
1160,1185,32,463.74,7.0,70,4,4,6,0,0,12
1161,1186,57,583.38,3.6,95,97,1,0,0,16,4
1162,1187,42,603.62,4.6,47,140,0,42,0,1,40
1163,1188,43,447.17,3.9,61,94,0,34,0,19,24
1164,1189,48,231.49,4.6,29,36,4,0,1,0,1
1165,1190,68,31.68,2.2,6,6,0,0,0,3,3
1166,1191,58,37.44,2.6,3,9,0,0,0,10,0
1167,1192,60,601.97,5.0,40,133,0,0,0,20,1
1168,1193,39,534.95,6.8,45,57,5,0,0,28,42
1169,1194,44,356.26,2.9,58,93,1,36,0,10,43
1170,1195,48,508.33,6.0,39,76,4,36,0,17,0
1171,1196,54,169.57,1.7,53,67,3,0,0,10,4
1172,1197,21,43.48,0.5,30,102,9,0,0,0,36
1173,1198,40,428.45,3.8,34,129,0,25,0,19,31
1174,1199,57,793.8,4.5,80,139,0,16,0,8,3
1175,1200,19,180.59,2.7,11,94,0,0,0,6,53
1176,1201,37,894.35,5.4,107,109,0,0,0,2,3
1177,1202,26,1241.58,8.9,108,65,4,0,0,17,41
1178,1203,57,410.87,3.0,48,147,0,0,0,10,1
1179,1204,60,478.45,3.7,43,142,2,7,0,0,5
1181,1206,31,221.68,2.9,52,47,0,0,0,3,13
1182,1207,51,223.44,2.4,50,62,0,0,0,15,2
1183,1208,28,1214.85,8.9,52,119,6,1,1,1,22
1184,1209,53,345.29,3.7,36,94,3,0,0,0,5
1185,1210,43,293.53,2.4,69,95,0,0,0,12,11
1186,1211,32,430.74,4.2,74,56,2,0,2,30,57
1188,1213,25,4160.12,11.6,429,120,28,8,7,20,0
1189,1214,20,65.58,2.9,25,9,3,3,0,3,14
1190,1215,24,1350.18,7.8,112,158,37,5,0,5,88
1191,1216,51,331.69,2.7,70,76,1,6,0,25,5
1193,1218,43,94.08,1.2,34,64,0,5,0,7,2
1194,1219,44,106.67,1.7,47,31,3,22,2,1,16
1195,1220,44,117.05,1.5,62,33,3,6,0,24,45
1196,1221,43,17.55,1.5,3,10,0,0,0,0,0
1197,1222,20,282.06,2.7,45,115,8,0,0,0,71
1198,1223,40,277.76,2.7,31,117,3,4,0,18,22
1199,1224,48,287.28,2.7,60,68,0,25,0,2,3
1200,1225,46,680.83,6.4,53,93,0,7,0,1,4
1201,1226,43,375.0,2.9,111,46,0,5,1,19,57
1202,1227,60,599.29,6.4,57,67,0,4,0,6,3
1203,1228,21,7.28,0.1,24,71,18,0,0,2,22
1204,1229,34,700.77,7.1,48,73,0,11,3,9,36
1205,1230,51,15.84,1.1,6,10,0,0,0,0,0
1206,1231,48,221.68,2.4,68,49,0,0,0,10,2
1207,1232,38,691.6,6.5,59,69,0,6,0,20,40
1208,1233,39,289.52,2.2,41,130,0,37,0,26,21
1209,1234,39,252.56,2.2,70,66,0,2,0,20,51
1210,1235,49,251.37,6.3,31,13,0,29,0,4,3
1211,1236,21,26.75,1.4,21,9,0,0,0,2,35
1212,1237,29,3436.36,10.8,414,76,19,26,0,25,10
1213,1238,40,1819.53,7.4,272,97,34,46,0,24,13
1214,1239,41,433.41,3.6,62,98,6,23,0,20,24
1215,1240,19,208.46,5.5,40,11,17,0,0,0,42
1216,1241,42,313.6,2.8,50,90,0,4,0,0,43
1217,1242,21,22.23,0.2,51,119,9,0,0,1,36
1218,1243,35,657.0,5.4,62,103,0,0,2,10,37
1219,1244,47,1175.86,7.4,86,106,0,0,2,9,3
1220,1245,52,226.77,4.0,29,48,0,0,1,10,3
1221,1246,37,371.77,4.7,40,55,4,21,0,13,37
1222,1247,46,3485.86,10.2,438,74,49,10,0,26,7
1223,1248,60,464.88,4.1,57,98,0,31,0,0,4
1224,1249,65,20.4,1.7,4,6,0,0,0,4,2
1225,1250,47,413.57,5.3,51,49,3,27,0,0,4
1226,1251,38,352.26,3.5,46,93,0,17,0,10,13
1227,1252,45,5.32,1.3,2,2,2,0,0,0,0
1228,1253,39,229.13,3.3,40,50,4,18,0,9,21
1229,1254,19,45.1,0.6,1,117,0,0,0,5,17
1230,1255,30,422.97,4.0,69,69,0,4,0,10,45
1231,1256,20,123.32,3.2,25,32,7,0,0,6,44
1232,1257,19,94.4,2.6,51,5,2,0,0,1,36
1233,1258,28,220.27,2.8,45,58,3,6,0,2,34
1234,1259,51,309.68,2.8,51,86,0,0,0,14,4
1235,1260,19,24.08,0.8,36,5,4,2,0,2,40
1236,1261,47,255.05,2.2,75,77,0,7,0,10,3
1237,1262,23,178.58,2.1,45,84,9,0,0,7,34
1238,1263,55,1014.93,8.1,94,43,6,9,0,12,5
1239,1264,48,716.62,4.5,64,158,4,5,0,6,4
1240,1265,65,51.84,2.7,14,2,0,0,0,3,1
1241,1266,20,745.29,6.3,52,104,26,0,0,2,17
1242,1268,33,128.87,1.7,43,59,0,0,0,22,36
1243,1269,64,18.48,1.4,8,3,0,0,0,3,1
1244,1270,47,13.92,1.7,5,5,0,0,0,0,0
1245,1271,52,2411.68,6.0,500,127,8,76,0,28,10
1246,1272,31,207.25,2.7,56,41,1,36,1,20,1
1248,1274,48,140.65,2.4,44,30,0,0,0,15,2
1249,1275,34,823.0,6.8,104,44,0,2,0,16,20
1250,1276,46,196.48,3.1,55,18,7,0,0,8,3
1251,1277,31,643.37,4.0,106,100,5,2,0,24,5
1253,1279,34,458.15,3.5,65,95,2,40,0,11,17
1254,1280,38,538.72,3.7,66,115,0,0,0,5,1
1255,1281,31,410.23,4.6,64,50,0,45,0,8,20
1256,1282,38,775.42,4.7,88,135,0,0,0,4,67
1257,1283,43,284.83,3.3,39,80,1,14,1,2,15
1258,1284,33,96.31,1.2,71,26,0,37,1,13,16
1259,1285,58,477.75,5.0,65,58,0,7,0,2,3
1260,1286,31,2008.08,14.2,125,106,56,5,0,7,46
1261,1287,29,347.36,4.1,57,53,0,0,0,0,36
1262,1288,56,111.06,1.9,42,22,5,4,0,0,5
1263,1289,45,273.97,2.3,99,47,0,39,1,26,1
1264,1290,29,473.76,4.7,59,59,4,28,0,19,26
1265,1291,37,313.02,3.9,45,61,4,27,1,13,52
1266,1292,58,264.04,2.3,55,87,0,0,0,6,3
1267,1293,50,169.76,1.3,82,89,0,0,1,4,2
1268,1294,46,662.16,5.5,65,98,0,3,0,11,5
1269,1295,42,612.79,6.5,67,53,2,3,0,8,12
1270,1296,58,276.08,3.4,55,36,6,27,0,4,5
1271,1297,50,201.8,1.6,41,140,0,3,0,7,4
1272,1298,39,294.61,2.5,67,90,0,0,0,10,30
1274,1300,40,945.95,9.9,48,81,2,30,0,7,26
1275,1301,56,729.96,6.6,45,92,6,0,0,20,5
1276,1302,58,404.25,3.5,62,76,2,16,0,3,2
1277,1303,25,373.06,5.3,68,12,5,11,0,3,20
1278,1304,41,183.26,2.1,35,88,0,0,0,15,41
1279,1305,48,233.14,3.0,63,33,0,0,3,27,0
1280,1306,19,402.14,5.9,38,64,10,0,0,4,32
1281,1307,23,177.72,3.0,32,60,2,2,0,4,28
1282,1308,45,146.57,1.3,63,88,0,0,0,5,2
1283,1309,24,198.74,2.6,41,77,4,4,0,0,23
1284,1310,42,464.8,4.0,62,78,0,19,0,10,65
1285,1311,56,218.05,2.1,55,85,0,3,0,7,4
1286,1312,69,50.16,1.9,12,10,0,0,0,4,3
1287,1313,51,67.34,1.3,34,26,0,18,0,12,0
1288,1314,52,16.71,1.2,12,4,2,0,0,0,0
1289,1315,50,598.53,5.4,43,111,4,14,0,30,4
1290,1316,44,459.34,3.4,46,126,4,11,0,23,2
1291,1317,69,12.0,1.0,1,9,0,0,0,3,0
1292,1318,35,278.24,2.8,61,103,36,46,0,2,139
1293,1319,45,818.67,5.4,81,123,2,0,0,14,5
1294,1320,43,599.8,4.4,56,135,0,0,0,23,6
1295,1321,44,357.36,3.4,53,91,0,41,2,19,35
1296,1322,46,269.07,4.4,64,4,4,0,0,1,5
1297,1323,28,2370.06,10.8,243,59,23,8,9,25,15
1298,1324,58,86.28,2.1,35,13,5,0,0,7,5
1299,1325,53,293.02,4.6,31,57,0,4,0,16,3
1300,1326,38,195.75,1.4,59,133,7,17,1,11,24
1302,1328,39,68.22,1.7,42,4,0,6,0,10,26
1303,1329,36,258.37,2.4,50,98,0,0,3,1,62
1304,1330,48,105.49,1.2,67,42,2,3,1,10,4
1306,1332,57,226.8,2.4,44,73,0,0,0,24,2
1307,1333,35,2846.22,17.8,105,143,37,9,0,10,32
1308,1334,21,204.12,2.7,38,65,10,0,0,5,44
1309,1335,55,582.47,5.3,55,80,0,10,0,24,3
1310,1336,58,346.5,2.5,64,108,0,3,0,1,0
1311,1337,54,538.42,4.9,69,73,5,0,2,9,4
1312,1338,32,700.32,4.6,60,155,0,0,0,7,52
1313,1339,37,446.7,5.1,69,39,3,39,0,3,19
1315,1342,23,63.09,0.7,54,70,35,0,0,4,14
1316,1343,47,184.67,2.6,40,54,3,0,1,9,0
1317,1344,53,17.69,1.8,6,6,0,0,0,0,0
1318,1345,67,7.8,1.3,2,3,0,0,0,13,2
1319,1346,50,26.37,2.3,9,5,0,0,0,0,0
1320,1347,70,43.2,1.8,16,4,0,0,0,5,2
1321,1348,55,277.55,2.6,64,61,3,0,0,16,4
1322,1349,51,197.98,3.7,36,33,0,0,0,15,0
1323,1350,34,1053.56,7.2,128,124,32,4,3,13,38
1324,1351,49,546.07,2.9,102,126,0,0,0,17,1
1325,1352,40,115.57,1.3,62,37,4,6,0,16,2
1326,1353,54,504.5,6.0,91,4,0,0,0,6,4
1327,1354,30,378.38,3.0,48,130,2,38,2,10,25
1328,1355,39,479.02,4.0,46,123,0,1,0,9,27
1329,1356,29,707.6,6.9,67,52,1,4,0,2,18
1330,1357,54,744.46,6.2,70,88,3,0,0,1,4
1331,1358,19,234.5,2.0,32,120,31,0,0,1,63
1332,1359,26,279.77,1.8,70,144,4,14,2,2,44
1333,1360,26,208.6,2.0,74,45,0,15,0,0,1
1334,1361,28,91.25,1.1,60,31,5,3,1,11,6
1335,1362,60,96.06,1.3,69,19,0,32,0,0,5
1336,1363,37,472.5,5.4,50,53,2,31,0,16,18
1337,1364,59,18.72,1.2,5,8,0,0,0,14,0
1338,1365,52,420.48,4.1,55,84,0,0,0,1,5
1339,1366,44,744.14,6.6,70,77,2,13,0,8,15
1340,1367,35,22.77,2.3,6,5,0,0,0,0,0
1341,1368,30,278.05,4.5,36,45,4,0,0,15,20
1342,1369,42,543.2,4.0,40,138,0,29,0,15,11
1343,1370,23,75.17,1.0,55,63,0,0,0,1,51
1344,1371,60,3224.81,9.0,435,101,53,30,4,25,8
1346,1373,66,22.44,1.7,6,5,0,0,0,7,1
1347,1374,40,279.3,3.0,38,79,0,0,0,9,55
1348,1375,47,804.91,8.1,68,59,2,39,0,25,4
1349,1377,35,376.85,5.1,33,70,0,1,0,25,14
1350,1378,31,818.72,4.3,92,142,0,2,0,17,52
1351,1379,40,339.68,2.7,50,125,3,0,0,5,12
1352,1380,57,142.8,1.6,62,37,5,0,0,1,0
1353,1381,42,319.52,3.3,55,75,0,21,0,14,37
1354,1382,21,66.89,3.0,32,3,0,0,0,7,55
1355,1383,56,436.98,3.5,50,126,0,28,0,13,1
1356,1384,31,2387.79,9.0,351,60,11,10,5,26,0
1357,1385,35,153.45,1.1,48,151,0,28,0,1,52
1358,1387,37,1348.4,9.6,111,64,1,0,1,1,48
1359,1388,60,252.25,2.4,62,77,0,4,0,1,5
1360,1389,58,436.6,4.6,45,86,0,28,3,1,4
1361,1390,21,22.89,0.6,2,48,9,0,0,3,40
1362,1391,47,517.69,6.3,29,88,0,0,0,7,5
1363,1392,51,17.01,2.1,4,5,0,0,0,0,0
1364,1393,52,16.05,2.8,2,5,0,0,0,0,0
1365,1394,50,457.68,3.0,60,154,3,0,0,15,5
1366,1395,21,126.83,2.2,17,72,3,0,0,3,13
1367,1396,53,2093.0,10.0,109,146,0,6,0,1,4
1368,1397,53,225.4,2.8,58,33,0,27,0,22,5
1369,1398,27,522.85,5.4,68,54,4,5,0,7,9
1370,1399,67,40.8,1.7,16,4,0,0,0,14,1
1371,1400,35,752.55,6.6,67,85,0,32,0,12,19
1373,1402,21,166.29,2.3,38,71,9,0,0,3,17
1374,1403,20,172.56,2.1,23,106,0,0,0,0,45
1375,1404,53,2890.39,11.0,299,94,39,8,6,30,7
1376,1405,25,319.9,3.1,31,116,4,34,0,8,3
1377,1406,33,576.58,6.0,63,88,50,6,0,1,101
1378,1407,40,133.77,2.8,43,15,0,0,0,24,11
1379,1408,21,231.14,4.1,10,76,5,0,0,0,15
1380,1409,25,672.48,5.1,33,160,0,0,0,22,41
1381,1410,61,3974.04,11.4,424,64,20,28,0,12,14
1382,1411,59,315.51,3.9,38,73,0,45,0,2,5
1383,1412,19,20.58,0.7,27,14,2,2,0,0,40
1384,1413,38,1347.0,9.7,87,94,4,1,0,5,58
1385,1414,20,404.49,5.0,53,74,0,2,0,0,63
1386,1415,33,447.3,4.5,43,78,6,3,0,11,33
1387,1416,42,324.62,3.5,50,61,3,29,0,23,29
1388,1417,55,96.82,2.0,36,24,4,31,0,2,3
1389,1418,30,428.67,4.3,67,61,3,0,0,4,38
1390,1419,20,69.37,0.9,45,76,0,0,0,2,52
1391,1420,70,20.16,2.1,5,3,0,0,0,2,0
1392,1421,41,2666.86,8.6,313,121,18,38,3,42,15
1393,1422,20,3.18,0.1,7,38,10,0,0,5,26
1394,1423,47,2112.61,11.0,202,96,7,35,4,40,5
1395,1424,64,26.52,1.7,8,5,0,0,0,2,3
1396,1425,31,903.06,5.8,100,105,109,20,0,15,163
1397,1426,68,65.52,2.1,16,10,0,0,0,3,0
1398,1427,47,118.72,3.2,29,12,0,0,0,12,2
1399,1428,19,443.98,5.9,30,71,13,0,0,15,29
1400,1429,41,22.36,2.1,9,4,0,0,0,0,0
1401,1430,27,590.52,3.8,55,144,0,32,1,23,22
1402,1431,30,3078.37,14.6,267,51,26,23,0,19,13
1403,1432,20,52.49,0.8,35,63,10,0,0,0,29
1404,1433,40,167.21,1.5,75,67,6,42,0,16,50
1406,1435,39,1059.97,8.0,111,50,4,45,0,23,43
1407,1436,19,22.89,0.3,39,61,18,0,0,0,46
1408,1437,44,111.41,1.1,109,6,0,37,0,1,3
1409,1438,45,572.88,3.3,114,88,0,22,0,5,0
1410,1439,20,567.0,7.5,37,66,10,0,0,0,43
1411,1440,58,243.84,3.3,71,16,0,40,0,20,4
1412,1441,27,1076.82,7.6,117,115,55,15,2,4,131
1413,1442,53,204.54,1.9,62,81,0,0,0,18,2
1414,1443,24,1425.06,12.6,67,98,47,12,0,9,177
1415,1444,59,485.1,5.5,63,35,4,2,0,14,5
1416,1445,31,144.47,1.8,82,11,0,3,0,1,9
1417,1446,20,325.5,3.0,33,110,24,0,0,2,18
1418,1447,56,106.68,1.2,45,63,0,0,0,10,1
1419,1448,45,153.79,1.3,68,73,0,0,0,5,2
1420,1449,67,3311.06,11.8,281,143,33,5,10,28,8
1421,1450,19,110.58,2.8,28,31,6,0,0,1,13
1422,1451,56,78.54,1.1,30,60,0,3,0,9,5
1423,1452,55,521.7,3.5,63,145,0,0,0,20,3
1424,1454,37,195.08,3.5,60,2,3,0,3,24,28
1425,1455,35,1253.46,8.5,71,128,7,0,0,20,16
1426,1456,44,220.56,2.5,69,39,5,40,3,20,38
1427,1457,33,378.28,2.8,32,148,0,5,0,9,45
1428,1458,68,104.4,2.9,17,13,0,0,0,4,0
1429,1459,57,484.82,4.3,69,80,0,30,0,2,3
1430,1460,46,94.08,1.4,45,41,1,0,0,1,0
1431,1461,38,573.3,6.3,35,81,0,0,0,6,41
1432,1462,44,204.05,2.2,43,69,5,3,0,12,50
1433,1463,40,498.23,3.9,68,86,1,0,0,17,37
1434,1464,55,312.13,2.8,80,62,0,7,0,24,2
1435,1465,47,340.16,4.0,60,48,3,38,0,6,1
1436,1466,21,286.44,2.4,51,103,33,0,0,4,38
1437,1467,38,1122.66,9.9,58,79,4,35,0,2,20
1438,1468,31,272.09,2.3,43,108,0,0,0,8,10
1439,1469,55,485.8,4.0,70,75,1,22,2,2,1
1440,1470,64,10.8,1.8,4,1,0,0,0,8,0
1441,1471,20,25.23,2.2,5,7,12,2,0,0,72
1442,1472,25,276.08,3.4,57,36,0,11,0,1,9
1443,1473,70,75.6,2.1,19,11,0,0,0,9,1
1444,1474,19,79.8,1.0,9,105,0,2,0,1,37
1445,1475,52,587.48,4.5,87,64,1,7,0,1,4
1446,1476,33,553.81,6.3,55,59,2,0,0,17,10
1447,1477,41,136.06,1.6,29,91,3,2,0,4,29
1448,1478,59,153.23,1.7,59,56,5,0,2,6,0
1449,1479,60,367.87,2.5,70,133,0,5,1,14,0
1450,1480,44,842.75,8.4,38,103,1,0,0,21,27
1451,1481,42,108.29,2.0,37,33,0,0,0,9,55
1452,1482,31,363.85,3.4,50,97,0,4,0,13,31
1453,1483,41,220.27,1.9,39,127,0,0,0,1,31
1454,1484,45,13.5,1.5,3,7,0,0,0,0,0
1455,1485,34,382.58,3.9,38,101,0,0,2,20,21
1456,1486,45,351.94,6.5,58,3,0,0,2,8,2
1457,1487,26,128.1,3.0,31,18,0,0,2,29,39
1458,1488,32,562.79,5.7,38,102,0,31,1,9,41
1459,1489,49,734.72,7.3,58,75,2,0,0,10,1
1461,1491,20,5.22,0.1,22,59,2,0,0,3,27
1462,1492,52,272.51,3.1,50,68,0,0,0,11,5
1463,1493,57,576.17,4.5,106,51,0,3,0,3,3
1464,1494,57,278.88,2.2,64,109,0,6,0,25,0
1465,1495,51,4609.33,14.4,421,76,11,21,4,28,0
1466,1496,60,525.52,5.5,102,2,8,3,2,15,4
1467,1497,56,5084.31,14.2,401,92,37,40,0,44,9
1468,1498,46,182.91,1.3,87,78,0,7,2,7,0
1469,1499,21,8.25,0.1,13,114,5,0,0,2,83
1470,1500,34,296.71,3.4,48,68,2,16,0,20,52
1471,1501,60,233.33,2.2,65,74,1,0,0,4,4
1472,1502,43,861.42,8.4,50,75,1,0,0,5,53
1473,1503,47,846.1,7.7,59,87,5,0,0,28,5
1474,1504,41,156.96,1.1,109,70,0,0,0,11,1
1475,1505,49,772.46,7.9,49,83,3,32,0,17,5
1476,1506,20,285.25,2.5,50,113,0,0,0,3,65
1477,1507,19,113.04,1.3,46,79,23,2,0,2,56
1478,1508,50,134.26,1.4,37,85,0,0,0,13,3
1479,1509,46,246.14,4.2,30,50,0,4,0,8,5
1480,1510,39,124.34,1.6,47,56,0,0,0,17,35
1481,1512,19,182.87,2.5,35,65,9,2,0,0,40
1482,1513,50,581.9,6.3,41,87,0,0,0,7,2
1483,1514,50,294.49,2.3,79,90,0,4,0,1,0
1484,1515,70,26.88,1.4,5,11,0,0,0,3,1
1485,1516,70,23.76,1.1,7,11,0,0,0,6,0
1486,1517,55,650.72,5.6,55,88,2,0,0,13,2
1487,1518,53,251.11,2.7,71,46,0,40,0,12,3
1488,1519,46,696.15,5.1,40,139,0,21,0,11,1
1489,1520,37,502.32,4.8,60,64,1,29,0,2,32
1491,1522,41,192.06,1.5,61,114,2,0,0,10,10
1492,1523,24,570.57,6.6,11,100,25,0,0,4,34
1494,1525,54,822.69,8.2,31,112,3,5,0,1,3
1495,1526,49,201.42,3.4,39,34,8,3,1,25,3
1496,1527,25,227.09,3.1,47,48,2,18,0,4,27
1497,1528,28,524.54,4.3,49,121,3,0,0,11,7
1498,1529,40,293.15,2.6,67,82,0,1,0,25,24
1499,1530,37,722.36,9.0,57,46,0,0,0,12,50
1500,1531,32,501.76,5.6,42,69,0,37,0,2,28
1501,1532,42,498.13,6.8,33,69,0,0,0,0,70
1502,1533,34,397.32,6.6,38,32,2,14,0,18,31
1503,1534,42,162.75,1.5,65,62,2,0,0,20,38
1504,1535,53,304.92,3.3,60,47,0,0,3,16,4
1505,1536,40,775.0,6.1,109,26,3,0,0,14,32
1506,1537,40,175.43,1.8,38,100,0,2,0,3,25
1507,1538,24,20.64,0.3,33,75,0,0,0,12,72
1508,1539,60,190.65,1.3,41,150,3,1,0,14,5
